what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302288910372
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302288914142
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302288915715
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302288923091
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302288935160
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302288938422
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302288965607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302288972373
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1302288972379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302288978338
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1302288987235
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302289002739
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1302289030971
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1302289051747
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1302289053971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289058166
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289075070
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302289081338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289091112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289125517
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302289126491
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302289129239
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302289130553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302289130856
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302289131080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302289131593
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302289134838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289137342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289252220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289268257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289284947
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302289286795
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302289287917
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289288170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289290507
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302289292525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289295090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289297116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289300066
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289301035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289302482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289303323
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289306330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289306963
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1302289309028
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289313571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289323092
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289338107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289345749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289351220
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289353238
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289354076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289359493
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289367084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302289408543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302289420398
