what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950105484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950111889
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950112843
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950112873
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950112873
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950113987
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950113987
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301950115312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950117102
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950118727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301950118731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950122460
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950123295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301950123298
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950126160
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950133134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950136162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950140992
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950266150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950267751
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950561480
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1301950569457
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1301950571105
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950573986
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950575721
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950590541
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1301950590546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950605300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.activateEditor",1301950607830
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1301950614704
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1301950614783
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1301950614809
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950616430
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1301950616430
